INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
30111414	3	1	10	414	Tattoo2_3	HÕng Liên Huy«n Công Ðiêu Vån C¤p 4	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Huy«n công+60#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	4	0	2005	-1	1
30111415	3	1	10	415	Tattoo2_3	HÕng Liên Huy«n Công Ðiêu Vån C¤p 5	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Huy«n công+100#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	5	0	2005	-1	1
30111416	3	1	10	416	Tattoo2_3	HÕng Liên Huy«n Công Ðiêu Vån C¤p 6	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Huy«n công+120#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	6	0	2005	-1	1
30111417	3	1	10	417	Tattoo2_4	HÕng Liên Huy«n Công Ðiêu Vån C¤p 7	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Huy«n công+140#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	7	0	2005	-1	1
30111418	3	1	10	418	Tattoo2_4	HÕng Liên Huy«n Công Ðiêu Vån C¤p 8	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Huy«n công+170#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	8	0	2005	-1	1
30111419	3	1	10	419	Tattoo2_4	HÕng Liên Huy«n Công Ðiêu Vån C¤p 9	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Huy«n công+200#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	9	0	2005	-1	1
30111420	3	1	10	420	Tattoo2_5	HÕng Liên Huy«n Công Ðiêu Vån C¤p 10	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Huy«n công+240#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸,, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	10	0	2005	-1	1
30111421	3	1	10	421	Tattoo2_2	HÕng Liên Ðµc Công Ðiêu Vån C¤p 1	Ðiêu Vån th¥n bí có th¬ kh¡c trên dây chuy«n, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên dây chuy«n thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Ðµc Công +10#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	1	0	2005	-1	1
30111422	3	1	10	422	Tattoo2_2	HÕng Liên Ðµc Công Ðiêu Vån C¤p 2	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Ðµc công+20#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	2	0	2005	-1	1
30111423	3	1	10	423	Tattoo2_2	HÕng Liên Ðµc Công Ðiêu Vån C¤p 3	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Ðµc công+30#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	3	0	2005	-1	1
30111424	3	1	10	424	Tattoo2_3	HÕng Liên Ðµc Công Ðiêu Vån C¤p 4	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Ðµc công+60#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	4	0	2005	-1	1
30111425	3	1	10	425	Tattoo2_3	HÕng Liên Ðµc Công Ðiêu Vån C¤p 5	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Ðµc công+100#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	5	0	2005	-1	1
30111426	3	1	10	426	Tattoo2_3	HÕng Liên Ðµc Công Ðiêu Vån C¤p 6	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Ðµc công+120#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	6	0	2005	-1	1
30111427	3	1	10	427	Tattoo2_4	HÕng Liên Ðµc Công Ðiêu Vån C¤p 7	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Ðµc công+140#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	7	0	2005	-1	1
30111428	3	1	10	428	Tattoo2_4	HÕng Liên Ðµc Công Ðiêu Vån C¤p 8	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Ðµc công+170#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	8	0	2005	-1	1
30111429	3	1	10	429	Tattoo2_4	HÕng Liên Ðµc Công Ðiêu Vån C¤p 9	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Ðµc công+200#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸, ho£c thông qua #GCß¶ng hóa Ðiêu Vån#W dùng #GKim Tàm Ti#W ð¬ tång thuµc tính, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	9	0	2005	-1	1
30111430	3	1	10	430	Tattoo2_5	HÕng Liên Ðµc Công Ðiêu Vån C¤p 10	Ðiêu Vån th¥n bí có th¬ kh¡c trên HÕng Liên, m²i món trang b¸ chï có th¬ kh¡c 1 Ðiêu Vån.#rCó th¬ dùng 1 #GÐiêu Vån Dung Hþp Phù#W ð¬ dung hþp Ðiêu Vån này và #GÐiêu Vån màu khác#W ðã kh¡c trên HÕng Liên thành #GSong Cñc Ðiêu Vån#W ð¬ ð°ng th¶i có 2 hi®u quä Ðiêu Vån khác nhau.#r#YÐiêu Vån Vàng#r#YKh¡c: Ðµc công+240#r#WÐiêu Vån này có th¬ ðªn #GLÕc Dß½ng (318,315) tìm Trß½ng Hàng Long#W thông qua #GKh¡c Ðiêu Vån#W ð¬ kh¡c lên trang b¸,, ho£c thông qua #GDung hþp Ðiêu Vån#W dung hþp Ðiêu Vån ðã kh¡c trên trang b¸ thành #GSong Cñc Ðiêu Vån#W.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu Vån Vàng	10	0	2005	-1	1
30120001	3	1	20	1	Tattoo_7	Trang SÑc Cß¶ng Lñc Ðiêu Vån Ð° Tß¶ng	#c33ff99(Th¶i hÕn 30 ngày, tính t× lúc b¡t ð¥u nh§n ðßþc.)#r#YÐ° Tß¶ng Ðiêu Vån Ðö#W, do lâu nåm nên chæ trên ðó ðã m¶ g¥n hªt.#rDùng ð¬ chª tÕo #YTrang SÑc Cß¶ng Lñc Ðiêu Vån#W, c¥n 10 #YÐan Thanh#W làm nguyên li®u.#r#GÐiêu Vån chª tÕo t× Ð° Tß¶ng có th¬ dùng vînh vi­n.#r#WSau khi chª thành Ðiêu Vån có th¬ khäm trên gi¾i chï và hµ phù, ho£c dùng #GÐiêu Vån Dung Hþp Phù#W hþp thành v¾i #GÐiêu Vån màu khác#W ðã kh¡c trên gi¾i chï và hµ phù thành #GSong Cñc Ðiêu Vån#W.#rSau khi kh¡c, Cß¶ng lñc +10#r#GCó th¬ ðªn LÕc Dß½ng (317, 314) Trß½ng Hàng Long hþp thành Ðiêu Vån.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu vån ð° tß¶ng	1	0	2005	-1	1
30120002	3	1	20	2	Tattoo_7	Trang SÑc Nµi Lñc Ðiêu Vån Ð° Tß¶ng	#c33ff99(Th¶i hÕn 30 ngày, tính t× lúc b¡t ð¥u nh§n ðßþc.)#r#YÐ° Tß¶ng Ðiêu Vån Ðö#W, do lâu nåm nên chæ trên ðó ðã m¶ g¥n hªt.#rDùng ð¬ chª tÕo #YTrang SÑc Nµi Lñc Ðiêu Vån#W, c¥n 10 #YÐan Thanh#W làm nguyên li®u.#r#GÐiêu Vån chª tÕo t× Ð° Tß¶ng có th¬ dùng vînh vi­n.#r#WSau khi chª thành Ðiêu Vån có th¬ khäm trên gi¾i chï và hµ phù, ho£c dùng #GÐiêu Vån Dung Hþp Phù#W hþp thành v¾i #GÐiêu Vån màu khác#W ðã kh¡c trên gi¾i chï và hµ phù thành #GSong Cñc Ðiêu Vån#W.#rSau khi kh¡c, Nµi lñc +10#r#GCó th¬ ðªn LÕc Dß½ng (317, 314) Trß½ng Hàng Long hþp thành Ðiêu Vån.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu vån ð° tß¶ng	1	0	2005	-1	1
30120003	3	1	20	3	Tattoo_7	Trang SÑc Thân Pháp Ðiêu Vån Ð° Tß¶ng	#c33ff99(Th¶i hÕn 30 ngày, tính t× lúc b¡t ð¥u nh§n ðßþc.)#r#YÐ° Tß¶ng Ðiêu Vån Ðö#W, do lâu nåm nên chæ trên ðó ðã m¶ g¥n hªt.#rDùng ð¬ chª tÕo #YTrang SÑc Thân Pháp Ðiêu Vån#W, c¥n 20 #YÐan Thanh#W và 20 #YHoàng Chï#W làm nguyên li®u.#r#GÐiêu Vån chª tÕo t× Ð° Tß¶ng có th¬ dùng vînh vi­n.#r#WSau khi chª thành Ðiêu Vån có th¬ khäm trên gi¾i chï và hµ phù, ho£c dùng #GÐiêu Vån Dung Hþp Phù#W hþp thành v¾i #GÐiêu Vån màu khác#W ðã kh¡c trên gi¾i chï và hµ phù thành #GSong Cñc Ðiêu Vån#W.#rSau khi kh¡c, Thân pháp +10#r#GCó th¬ ðªn LÕc Dß½ng (317, 314) Trß½ng Hàng Long hþp thành Ðiêu Vån.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu vån ð° tß¶ng	1	0	2005	-1	1
30120004	3	1	20	4	Tattoo_8	Vong Vô Ðiêu Vån Ð° Tß¶ng	#c33ff99(Th¶i hÕn 30 ngày, tính t× lúc b¡t ð¥u nh§n ðßþc.)#r#YÐ° Tß¶ng Ðiêu Vån Lam#W, do lâu nåm nên chæ trên ðó ðã m¶ g¥n hªt.#rDùng ð¬ chª tÕo #YVong Vô Ðiêu Vån#W, c¥n 20 #YÐan Thanh#W và 20 #YHoàng Chï#W làm nguyên li®u.#r#GÐiêu Vån chª tÕo t× Ð° Tß¶ng có th¬ dùng vînh vi­n.#r#WSau khi chª thành Ðiêu Vån có th¬ khäm trên dây chuy«n, ho£c dùng #GÐiêu Vån Dung Hþp Phù#W hþp thành v¾i #GÐiêu Vån màu khác#W ðã kh¡c trên dây chuy«n thành #GSong Cñc Ðiêu Vån#W.#rSau khi kh¡c,  kÛ nång tâm pháp thÑ 1 sát thß½ng kèm theo +15#r#GCó th¬ ðªn LÕc Dß½ng (317, 314) Trß½ng Hàng Long hþp thành Ðiêu Vån.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu vån ð° tß¶ng	1	0	2005	-1	1
30120005	3	1	20	5	Tattoo_8	Minh Tß·ng Ðiêu Vån Ð° Tß¶ng	#c33ff99(Th¶i hÕn 30 ngày, tính t× lúc b¡t ð¥u nh§n ðßþc.)#r#YÐ° Tß¶ng Ðiêu Vån Lam#W, do lâu nåm nên chæ trên ðó ðã m¶ g¥n hªt.#rDùng ð¬ chª tÕo #YMinh Tß·ng Ðiêu Vån#W, c¥n 10 #YÐan Thanh#W làm nguyên li®u.#r#GÐiêu Vån chª tÕo t× Ð° Tß¶ng có th¬ dùng vînh vi­n.#r#WSau khi chª thành Ðiêu Vån có th¬ khäm trên dây chuy«n, ho£c dùng #GÐiêu Vån Dung Hþp Phù#W hþp thành v¾i #GÐiêu Vån màu khác#W ðã kh¡c trên dây chuy«n thành #GSong Cñc Ðiêu Vån#W.#rSau khi kh¡c, kÛ nång thÑ 1 cüa tâm pháp thÑ 2 hi®u quä sát thß½ng kÛ nång +10%#r#GCó th¬ ðªn LÕc Dß½ng (317, 314) Trß½ng Hàng Long hþp thành Ðiêu Vån.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu vån ð° tß¶ng	1	0	2005	-1	1
30120006	3	1	20	6	Tattoo_8	Ngñ Kình Ðiêu Vån Ð° Tß¶ng	#c33ff99(Th¶i hÕn 30 ngày, tính t× lúc b¡t ð¥u nh§n ðßþc.)#r#YÐ° Tß¶ng Ðiêu Vån Lam#W, do lâu nåm nên chæ trên ðó ðã m¶ g¥n hªt.#rDùng ð¬ chª tÕo #YNgñ Kình Ðiêu Vån#W, c¥n 10 #YÐan Thanh#W làm nguyên li®u.#r#GÐiêu Vån chª tÕo t× Ð° Tß¶ng có th¬ dùng vînh vi­n.#r#WSau khi chª thành Ðiêu Vån có th¬ khäm trên dây chuy«n, ho£c dùng #GÐiêu Vån Dung Hþp Phù#W hþp thành v¾i #GÐiêu Vån màu khác#W ðã kh¡c trên dây chuy«n thành #GSong Cñc Ðiêu Vån#W.#rSau khi kh¡c, kÛ nång thÑ 2 cüa tâm pháp thÑ 5 hi®u quä sát thß½ng kÛ nång +10%#r#GCó th¬ ðªn LÕc Dß½ng (317, 314) Trß½ng Hàng Long hþp thành Ðiêu Vån.	50	4	4	4	1	-1	-1	1	-1	-1	1	-1	Ðiêu vån ð° tß¶ng	1	0	2005	-1	1
