INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT
789	Thiên Änh Ð° Tß¶ng 	10222016	1	48	1	20308116	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
790	Bát Trân Ð° Tß¶ng 	10222017	1	48	1	20308117	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
791	Bách Xuyên Ð° Tß¶ng 	10222018	1	48	1	20308118	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
792	Yêu Ngôn Ð° Tß¶ng 	10222019	1	48	1	20308119	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
793	Ph§t Ngæ Ð° Tß¶ng 	10222020	1	48	1	20308120	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	12	3000	-1	-1	Ta ði«n r°i	7	2
794	Hàn Mµc Hµ Phù Ð° Tß¶ng	10223011	1	48	1	20308121	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
795	Thanh Ngæ Hµ Phù Ð° Tß¶ng	10223012	1	48	1	20308122	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
796	Huy«n Ði®p Hµ Phù Ð° Tß¶ng	10223013	1	48	1	20308123	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
797	Ám Ty Hµ Phù Ð° Tß¶ng	10223014	1	48	1	20308124	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
798	Nhß Giao Hµ Phù Ð° Tß¶ng	10223015	1	48	1	20308125	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
799	Vân LÕc Hµ Phù Ð° Tß¶ng	10223016	1	48	1	20308126	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
800	CØa Liên Ð° Tß¶ng 	10223017	1	48	1	20308127	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
801	Túc Giao Ð° Tß¶ng 	10223018	1	48	1	20308128	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
802	Xuyên Mµ Ð° Tß¶ng 	10223019	1	48	1	20308129	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
803	Phi Tuyªt Ð° Tß¶ng 	10223020	1	48	1	20308130	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	13	3000	-1	-1	Ta ði«n r°i	7	2
804	Cúc Bì MÕo Ð° Tß¶ng 	10210022	1	47	1	20308061	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
805	Xà Bì MÕo Ð° Tß¶ng 	10210024	1	47	1	20308062	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
806	C¦m ThØ MÕo Ð° Tß¶ng 	10210026	1	47	1	20308063	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
807	Linh Ly MÕo Ð° Tß¶ng 	10210028	1	47	1	20308064	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
808	Bích Nguy®t MÕo Ð° Tß¶ng 	10210030	1	47	1	20308065	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
809	Quái Thiên MÕo Ð° Tß¶ng 	10210032	1	47	1	20308066	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
810	Xích Diêu MÕo Ð° Tß¶ng 	10210034	1	47	1	20308067	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
811	CØa Tiêu MÕo Ð° Tß¶ng 	10210036	1	47	1	20308068	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
812	Huy«n Phách Vû MÕo Ð° Tß¶ng 	10210038	1	47	1	20308069	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
813	Ph® Lân Quái Quán Ð° Tß¶ng 	10210040	1	47	1	20308070	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
814	Cúc Bì Lý Ð° Tß¶ng 	10211022	1	47	1	20308091	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
815	Xà Bì Lý Ð° Tß¶ng 	10211024	1	47	1	20308092	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
816	C¦m ThØ Lý Ð° Tß¶ng 	10211026	1	47	1	20308093	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
817	Ð¸a T¸ch Lý Ð° Tß¶ng 	10211028	1	47	1	20308094	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
818	Bích Nguy®t Lý Ð° Tß¶ng 	10211030	1	47	1	20308095	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
819	Quái Thiên Lý Ð° Tß¶ng 	10211032	1	47	1	20308096	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
820	Xích Diêu Lý Ð° Tß¶ng 	10211034	1	47	1	20308097	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
821	CØa Tiêu Lý Ð° Tß¶ng 	10211036	1	47	1	20308098	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
822	Huy«n Phách Tiên Lý Ð° Tß¶ng 	10211038	1	47	1	20308099	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
823	Ph® Lân Quái Lý Ð° Tß¶ng 	10211040	1	47	1	20308100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
824	Cúc Bì Hµ Thü Ð° Tß¶ng 	10212022	1	47	1	20308081	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
825	Xà Bì Hµ Thü Ð° Tß¶ng 	10212024	1	47	1	20308082	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
826	C¦m ThØ Hµ Thü Ð° Tß¶ng 	10212026	1	47	1	20308083	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
827	Ð¸a T¸ch Hµ Thü Ð° Tß¶ng 	10212028	1	47	1	20308084	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
828	Bích Nguy®t Hµ Thü Ð° Tß¶ng 	10212030	1	47	1	20308085	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
829	Quái Thiên Hµ Thü Ð° Tß¶ng 	10212032	1	47	1	20308086	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
830	Xích Diêu Hµ Thü Ð° Tß¶ng 	10212034	1	47	1	20308087	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
831	CØa Tiêu Hµ Thü Ð° Tß¶ng 	10212036	1	47	1	20308088	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
832	Huy«n Phách Lân Thü Ð° Tß¶ng 	10212038	1	47	1	20308089	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
833	Ph® Lân Huy«n Thü Ð° Tß¶ng 	10212040	1	47	1	20308090	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
834	Cúc Bì C¥u Ð° Tß¶ng 	10213022	1	47	1	20308071	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
835	Xà Bì C¥u Ð° Tß¶ng 	10213024	1	47	1	20308072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
836	C¦m ThØ C¥u Ð° Tß¶ng 	10213026	1	47	1	20308073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
837	Ð¸a T¸ch C¥u Ð° Tß¶ng 	10213028	1	47	1	20308074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
838	Bích Nguy®t C¥u Ð° Tß¶ng 	10213030	1	47	1	20308075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
839	Quái Thiên C¥u Ð° Tß¶ng 	10213032	1	47	1	20308076	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
840	Xích Diêu C¥u Ð° Tß¶ng 	10213034	1	47	1	20308077	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
841	CØa Tiêu C¥u Ð° Tß¶ng 	10213036	1	47	1	20308078	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
842	Huy«n Phách Thiên C¥u Ð° Tß¶ng 	10213038	1	47	1	20308079	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
843	Ph® Lân Quái C¥u Ð° Tß¶ng 	10213040	1	47	1	20308080	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
844	Túc Thiªt Khôi Ð° Tß¶ng 	10210042	1	47	1	20308061	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
845	Xích Cß½ng Khôi Ð° Tß¶ng 	10210044	1	47	1	20308062	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
846	Xích Cß½ng Khôi Ð° Tß¶ng 	10210046	1	47	1	20308063	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
847	Huy«n Vân Khôi Ð° Tß¶ng 	10210048	1	47	1	20308064	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
848	Túc Änh Khôi Ð° Tß¶ng 	10210050	1	47	1	20308065	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
849	Loan Mµ Khôi Ð° Tß¶ng 	10210052	1	47	1	20308066	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
850	Ân Lang Khôi Ð° Tß¶ng 	10210054	1	47	1	20308067	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
851	Toái Phách Khôi Ð° Tß¶ng 	10210056	1	47	1	20308068	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
852	Ai Phøng Thiên Khôi Ð° Tß¶ng 	10210058	1	47	1	20308069	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
853	Hung MÕch Quái Khôi Ð° Tß¶ng 	10210060	1	47	1	20308070	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	7	3000	-1	-1	Ta ði«n r°i	7	1
854	Túc Thiªt Ngoa Ð° Tß¶ng 	10211042	1	47	1	20308091	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
855	Xích Cß½ng Ngoa Ð° Tß¶ng 	10211044	1	47	1	20308092	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
856	Tuyªt Mµc Ngoa Ð° Tß¶ng 	10211046	1	47	1	20308093	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
857	Huy«n Vân Ngoa Ð° Tß¶ng 	10211048	1	47	1	20308094	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
858	Túc Änh Ngoa Ð° Tß¶ng 	10211050	1	47	1	20308095	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
859	Loan Mµ Ngoa Ð° Tß¶ng 	10211052	1	47	1	20308096	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
860	†n Lang Ngoa Ð° Tß¶ng 	10211054	1	47	1	20308097	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
861	Toái Phách Ngoa Ð° Tß¶ng 	10211056	1	47	1	20308098	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
862	Ai Phøng Thiên Ngoa Ð° Tß¶ng 	10211058	1	47	1	20308099	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
863	Hung MÕch Quái Ngoa Ð° Tß¶ng 	10211060	1	47	1	20308100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	10	3000	-1	-1	Ta ði«n r°i	7	1
864	Túc Thiªt Chß·ng Ð° Tß¶ng 	10212042	1	47	1	20308081	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
865	Xích Cß½ng Chß·ng Ð° Tß¶ng 	10212044	1	47	1	20308082	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
866	Tuyªt Mµc Chß·ng Ð° Tß¶ng 	10212046	1	47	1	20308083	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
867	Huy«n Vân Chß·ng Ð° Tß¶ng 	10212048	1	47	1	20308084	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
868	Túc Änh Chß·ng Ð° Tß¶ng 	10212050	1	47	1	20308085	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
869	Loan Mµ Chß·ng Ð° Tß¶ng 	10212052	1	47	1	20308086	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
870	†n Lang Chß·ng Ð° Tß¶ng 	10212054	1	47	1	20308087	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
871	Toái Phách Chß·ng Ð° Tß¶ng 	10212056	1	47	1	20308088	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
872	Ai Phøng Thiên Chß·ng Ð° Tß¶ng 	10212058	1	47	1	20308089	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
873	Hung MÕch Thánh Chß·ng Ð° Tß¶ng 	10212060	1	47	1	20308090	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	9	3000	-1	-1	Ta ði«n r°i	7	1
874	Túc Thiªt Khäi Ð° Tß¶ng 	10213042	1	47	1	20308071	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
875	Xích Cang Khäi Ð° Tß¶ng 	10213044	1	47	1	20308072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
876	Tuyªt Mµc Khäi Ð° Tß¶ng 	10213046	1	47	1	20308073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
877	Huy«n Vân Khäi Ð° Tß¶ng 	10213048	1	47	1	20308074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
878	Túc Änh Khäi Ð° Tß¶ng 	10213050	1	47	1	20308075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
879	Loan Mµ Khäi Ð° Tß¶ng 	10213052	1	47	1	20308076	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
880	†n Lang Khäi Ð° Tß¶ng 	10213054	1	47	1	20308077	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
881	Toái Phách Khäi Ð° Tß¶ng 	10213056	1	47	1	20308078	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
882	Ai Phøng Thiên Khäi Ð° Tß¶ng 	10213058	1	47	1	20308079	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
883	Hung MÕch Quái Giáp Ð° Tß¶ng 	10213060	1	47	1	20308080	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	8	3000	-1	-1	Ta ði«n r°i	7	1
884	Trì mã ð° tß¶ng	10200026	1	4	11	20103011	75	20103071	60	20103099	68	20308161	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	1	3000	-1	-1	Ta ði«n r°i	7	-1
885	Tàng nhân trß¶ng nhçn ð° tß¶ng	10200027	1	4	12	20103012	80	20103072	65	20103099	72	20308162	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	1	3000	-1	-1	Ta ði«n r°i	7	-1
886	Lµc minh thß½ng ð° tß½ng	10201026	1	4	11	20103011	75	20103071	60	20103099	68	20308163	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	2	3000	-1	-1	Ta ði«n r°i	7	-1
887	Nguy®t bÕch ð° tß¶ng	10201027	1	4	12	20103012	80	20103072	65	20103099	72	20308164	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	2	3000	-1	-1	Ta ði«n r°i	7	-1
888	Kh·i minh ð° tß¶ng	10202026	1	4	11	20103011	75	20103071	60	20103099	68	20308165	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	3	3000	-1	-1	Ta ði«n r°i	7	-1
889	Hàn khß½ng ð° tß¶ng	10202027	1	4	12	20103012	80	20103072	65	20103099	72	20308166	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	3	3000	-1	-1	Ta ði«n r°i	7	-1
890	Quân thiên ð° tß¶ng	10203026	1	4	11	20103011	75	20103071	60	20103099	68	20308167	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	4	3000	-1	-1	Ta ði«n r°i	7	-1
891	C± lan ð° tß¶ng	10203027	1	4	12	20103012	80	20103072	65	20103099	72	20308168	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	4	3000	-1	-1	Ta ði«n r°i	7	-1
892	San hô phiªn ð° tß¶ng	10204026	1	4	11	20103011	75	20103071	60	20103099	68	20308169	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	5	3000	-1	-1	Ta ði«n r°i	7	-1
893	Vong xuyên phiªn ð° tß¶ng	10204027	1	4	12	20103012	80	20103072	65	20103099	72	20308170	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	5	3000	-1	-1	Ta ði«n r°i	7	-1
894	TÑ di®p quÛ ð° tß¶ng	10205026	1	4	11	20103011	75	20103071	60	20103099	68	20308171	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	6	3000	-1	-1	Ta ði«n r°i	7	-1
895	C¦m s¡t bích ð° tß¶ng	10205027	1	4	12	20103012	80	20103072	65	20103099	72	20308172	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	6	3000	-1	-1	Ta ði«n r°i	7	-1
896	Vô ðÕo quán ð° tß¶ng	10210066	1	5	10	20105011	78	20103083	62	20103102	84	20308173	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ta ði«n r°i	7	-1
897	HÕo nguy®t cân ð° tß¶ng	10210067	1	5	11	20105012	82	20103084	66	20103102	88	20308174	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ta ði«n r°i	7	-1
898	MÕn sa quán ð° tß¶ng	10210076	1	5	10	20105011	78	20103083	62	20103102	84	20308173	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ta ði«n r°i	7	-1
899	Côn lôn cân ð° tß¶ng	10210077	1	5	11	20105012	82	20103084	66	20103102	88	20308174	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ta ði«n r°i	7	-1
900	C± doanh quán ð° tß¶ng	10210086	1	5	10	20105011	78	20103083	62	20103102	84	20308173	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ta ði«n r°i	7	-1
901	Tiên tri quán ð° tß¶ng	10210087	1	5	11	20105012	82	20103084	66	20103102	88	20308174	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	7	3000	-1	-1	Ta ði«n r°i	7	-1
902	Tiêu dao ngoa ð° tß¶ng	10211066	1	5	10	20105011	78	20103083	62	20103102	84	20308179	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ta ði«n r°i	7	-1
903	Khai minh ngoa ð° tß¶ng	10211067	1	5	11	20105012	82	20103084	66	20103102	88	20308180	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ta ði«n r°i	7	-1
904	Tháp chung hài ð° tß¶ng	10211076	1	5	10	20105011	78	20103083	62	20103102	84	20308179	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ta ði«n r°i	7	-1
905	Thanh tu hài ð° tß¶ng	10211077	1	5	11	20105012	82	20103084	66	20103102	88	20308180	1	-1	-1	130	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ta ði«n r°i	7	-1
906	Dñc ngßu hài ð° tß¶ng	10211086	1	5	10	20105011	78	20103083	62	20103102	84	20308179	1	-1	-1	120	-1	-1	-1	-1	-1	-1	0	1	10	3000	-1	-1	Ta ði«n r°i	7	-1
