INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
4054	11062	50	-1	5702	50	-1	146	22	-1	146	22	-1	146	22	-1	146	22	-1	14	1952	100	100	1932	100	100	11	1952	100	100	1932	100	100	11	-1	-1	1068	356	16	-1	-1	-1	-1	103	103	101	101	55	13	19	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4055	11183	50	-1	5764	50	-1	148	22	-1	148	22	-1	148	22	-1	148	22	-1	14	1974	100	100	1954	100	100	11	1974	100	100	1954	100	100	11	-1	-1	1080	360	16	-1	-1	-1	-1	104	104	102	102	55	13	19	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4056	11303	50	-1	5826	50	-1	150	22	-1	150	22	-1	150	22	-1	150	22	-1	14	1994	100	100	1974	100	100	11	1994	100	100	1974	100	100	11	-1	-1	1092	364	16	-1	-1	-1	-1	105	105	103	103	56	13	19	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4057	11424	50	-1	5888	50	-1	152	22	-1	152	22	-1	152	22	-1	152	22	-1	14	2016	100	100	1996	100	100	11	2016	100	100	1996	100	100	11	-1	-1	1104	368	16	-1	-1	-1	-1	106	106	104	104	57	13	20	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4058	11544	50	-1	5950	50	-1	154	22	-1	154	22	-1	154	22	-1	154	22	-1	14	2038	100	100	2018	100	100	11	2038	100	100	2018	100	100	11	-1	-1	1116	372	16	-1	-1	-1	-1	107	107	105	105	57	13	20	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4059	11665	50	-1	6012	50	-1	156	22	-1	156	22	-1	156	22	-1	156	22	-1	14	2058	100	100	2038	100	100	11	2058	100	100	2038	100	100	11	-1	-1	1128	376	16	-1	-1	-1	-1	108	108	106	106	58	13	20	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4060	11785	50	-1	6073	50	-1	158	22	-1	158	22	-1	158	22	-1	158	22	-1	14	2080	100	100	2060	100	100	11	2080	100	100	2060	100	100	11	-1	-1	1140	380	16	-1	-1	-1	-1	109	109	107	107	58	13	20	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4061	11906	50	-1	6135	50	-1	162	22	-1	162	22	-1	162	22	-1	162	22	-1	14	2102	100	100	2080	100	100	11	2102	100	100	2080	100	100	11	-1	-1	1152	384	16	-1	-1	-1	-1	111	111	109	109	59	13	20	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4062	12026	50	-1	6197	50	-1	164	22	-1	164	22	-1	164	22	-1	164	22	-1	14	2122	100	100	2102	100	100	11	2122	100	100	2102	100	100	11	-1	-1	1164	388	17	-1	-1	-1	-1	112	112	110	110	60	14	21	-1	-1	-1	-1	-1	22	22	22	22	-1	-1	-1	-1	-1	-1
4063	12147	50	-1	6259	50	-1	166	24	-1	166	24	-1	166	24	-1	166	24	-1	14	2144	100	100	2124	100	100	12	2144	100	100	2124	100	100	12	-1	-1	1176	392	17	-1	-1	-1	-1	113	113	111	111	60	14	21	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4064	12267	50	-1	6321	50	-1	168	24	-1	168	24	-1	168	24	-1	168	24	-1	14	2164	100	100	2144	100	100	12	2164	100	100	2144	100	100	12	-1	-1	1188	396	17	-1	-1	-1	-1	114	114	112	112	61	14	21	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4065	12388	50	-1	6383	50	-1	170	24	-1	170	24	-1	170	24	-1	170	24	-1	14	2186	100	100	2166	100	100	12	2186	100	100	2166	100	100	12	-1	-1	1200	400	17	-1	-1	-1	-1	115	115	113	113	61	14	21	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4066	12508	50	-1	6445	50	-1	172	24	-1	172	24	-1	172	24	-1	172	24	-1	14	2208	100	100	2188	100	100	12	2208	100	100	2188	100	100	12	-1	-1	1212	404	17	-1	-1	-1	-1	116	116	114	114	62	14	21	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4067	12629	50	-1	6507	50	-1	174	24	-1	174	24	-1	174	24	-1	174	24	-1	14	2228	100	100	2208	100	100	12	2228	100	100	2208	100	100	12	-1	-1	1224	408	17	-1	-1	-1	-1	117	117	115	115	63	14	22	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4068	12749	50	-1	6569	50	-1	176	24	-1	176	24	-1	176	24	-1	176	24	-1	16	2250	100	100	2230	100	100	12	2250	100	100	2230	100	100	12	-1	-1	1236	412	17	-1	-1	-1	-1	118	118	116	116	63	14	22	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4069	12870	50	-1	6631	50	-1	178	24	-1	178	24	-1	178	24	-1	178	24	-1	16	2272	100	100	2252	100	100	12	2272	100	100	2252	100	100	12	-1	-1	1248	416	17	-1	-1	-1	-1	119	119	117	117	64	14	22	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4070	12990	50	-1	6692	50	-1	180	24	-1	180	24	-1	180	24	-1	180	24	-1	16	2292	100	100	2272	100	100	12	2292	100	100	2272	100	100	12	-1	-1	1260	420	17	-1	-1	-1	-1	120	120	118	118	64	14	22	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4071	13111	50	-1	6754	50	-1	182	24	-1	182	24	-1	182	24	-1	182	24	-1	16	2314	100	100	2294	100	100	12	2314	100	100	2294	100	100	12	-1	-1	1272	424	17	-1	-1	-1	-1	122	122	120	120	65	14	22	-1	-1	-1	-1	-1	24	24	24	24	-1	-1	-1	-1	-1	-1
4072	13231	50	-1	6816	50	-1	186	26	-1	186	26	-1	186	26	-1	186	26	-1	16	2336	100	100	2316	100	100	13	2336	100	100	2316	100	100	13	-1	-1	1284	428	17	-1	-1	-1	-1	123	123	121	121	66	14	23	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4073	13352	50	-1	6878	50	-1	188	26	-1	188	26	-1	188	26	-1	188	26	-1	16	2356	100	100	2336	100	100	13	2356	100	100	2336	100	100	13	-1	-1	1296	432	17	-1	-1	-1	-1	124	124	122	122	66	14	23	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4074	13472	50	-1	6940	50	-1	190	26	-1	190	26	-1	190	26	-1	190	26	-1	16	2378	100	100	2358	100	100	13	2378	100	100	2358	100	100	13	-1	-1	1308	436	18	-1	-1	-1	-1	125	125	123	123	67	15	23	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4075	13593	50	-1	7002	50	-1	192	26	-1	192	26	-1	192	26	-1	192	26	-1	16	2400	100	100	2380	100	100	13	2400	100	100	2380	100	100	13	-1	-1	1320	440	18	-1	-1	-1	-1	126	126	124	124	67	15	23	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4076	13713	50	-1	7064	50	-1	194	26	-1	194	26	-1	194	26	-1	194	26	-1	16	2420	100	100	2400	100	100	13	2420	100	100	2400	100	100	13	-1	-1	1332	444	18	-1	-1	-1	-1	127	127	125	125	68	15	23	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4077	13834	50	-1	7126	50	-1	196	26	-1	196	26	-1	196	26	-1	196	26	-1	16	2442	100	100	2422	100	100	13	2442	100	100	2422	100	100	13	-1	-1	1344	448	18	-1	-1	-1	-1	128	128	126	126	69	15	24	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4078	13954	50	-1	7188	50	-1	200	26	-1	200	26	-1	200	26	-1	200	26	-1	16	2464	100	100	2442	100	100	13	2464	100	100	2442	100	100	13	-1	-1	1356	452	18	-1	-1	-1	-1	129	129	127	127	69	15	24	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4079	14075	50	-1	7250	50	-1	202	26	-1	202	26	-1	202	26	-1	202	26	-1	16	2484	100	100	2464	100	100	13	2484	100	100	2464	100	100	13	-1	-1	1368	456	18	-1	-1	-1	-1	130	130	128	128	70	15	24	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4080	14195	50	-1	7311	50	-1	204	26	-1	204	26	-1	204	26	-1	204	26	-1	16	2506	100	100	2486	100	100	13	2506	100	100	2486	100	100	13	-1	-1	1380	460	18	-1	-1	-1	-1	131	131	129	129	70	15	24	-1	-1	-1	-1	-1	26	26	26	26	-1	-1	-1	-1	-1	-1
4081	14316	50	-1	7373	50	-1	206	28	-1	206	28	-1	206	28	-1	206	28	-1	16	2526	100	100	2506	100	100	14	2526	100	100	2506	100	100	14	-1	-1	1392	464	18	-1	-1	-1	-1	133	133	131	131	71	15	24	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4082	14436	50	-1	7435	50	-1	208	28	-1	208	28	-1	208	28	-1	208	28	-1	16	2548	100	100	2528	100	100	14	2548	100	100	2528	100	100	14	-1	-1	1404	468	18	-1	-1	-1	-1	134	134	132	132	72	15	25	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4083	14557	50	-1	7497	50	-1	212	28	-1	212	28	-1	212	28	-1	212	28	-1	16	2570	100	100	2550	100	100	14	2570	100	100	2550	100	100	14	-1	-1	1416	472	18	-1	-1	-1	-1	135	135	133	133	72	15	25	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4084	14677	50	-1	7559	50	-1	214	28	-1	214	28	-1	214	28	-1	214	28	-1	16	2590	100	100	2570	100	100	14	2590	100	100	2570	100	100	14	-1	-1	1428	476	18	-1	-1	-1	-1	136	136	134	134	73	15	25	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4085	14798	50	-1	7621	50	-1	216	28	-1	216	28	-1	216	28	-1	216	28	-1	16	2612	100	100	2592	100	100	14	2612	100	100	2592	100	100	14	-1	-1	1440	480	18	-1	-1	-1	-1	137	137	135	135	73	15	25	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4086	14918	50	-1	7683	50	-1	218	28	-1	218	28	-1	218	28	-1	218	28	-1	16	2634	100	100	2614	100	100	14	2634	100	100	2614	100	100	14	-1	-1	1452	484	18	-1	-1	-1	-1	138	138	136	136	74	15	25	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4087	15039	50	-1	7745	50	-1	222	28	-1	222	28	-1	222	28	-1	222	28	-1	16	2654	100	100	2634	100	100	14	2654	100	100	2634	100	100	14	-1	-1	1464	488	20	-1	-1	-1	-1	139	139	137	137	75	16	26	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4088	15159	50	-1	7807	50	-1	224	28	-1	224	28	-1	224	28	-1	224	28	-1	18	2676	100	100	2656	100	100	14	2676	100	100	2656	100	100	14	-1	-1	1476	492	20	-1	-1	-1	-1	140	140	138	138	75	16	26	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4089	15280	50	-1	7869	50	-1	226	28	-1	226	28	-1	226	28	-1	226	28	-1	18	2698	100	100	2678	100	100	14	2698	100	100	2678	100	100	14	-1	-1	1488	496	20	-1	-1	-1	-1	141	141	139	139	76	16	26	-1	-1	-1	-1	-1	28	28	28	28	-1	-1	-1	-1	-1	-1
4090	15400	50	-1	7930	50	-1	228	30	-1	228	30	-1	228	30	-1	228	30	-1	18	2718	100	100	2698	100	100	15	2718	100	100	2698	100	100	15	-1	-1	1500	500	20	-1	-1	-1	-1	142	142	140	140	76	16	26	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4091	15521	50	-1	7992	50	-1	232	30	-1	232	30	-1	232	30	-1	232	30	-1	18	2740	100	100	2720	100	100	15	2740	100	100	2720	100	100	15	-1	-1	1512	504	20	-1	-1	-1	-1	144	144	142	142	77	16	26	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4092	15641	50	-1	8054	50	-1	234	30	-1	234	30	-1	234	30	-1	234	30	-1	18	2762	100	100	2742	100	100	15	2762	100	100	2742	100	100	15	-1	-1	1524	508	20	-1	-1	-1	-1	145	145	143	143	78	16	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4093	15762	50	-1	8116	50	-1	236	30	-1	236	30	-1	236	30	-1	236	30	-1	18	2782	100	100	2762	100	100	15	2782	100	100	2762	100	100	15	-1	-1	1536	512	20	-1	-1	-1	-1	146	146	144	144	78	16	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4094	15882	50	-1	8178	50	-1	240	30	-1	240	30	-1	240	30	-1	240	30	-1	18	2804	100	100	2784	100	100	15	2804	100	100	2784	100	100	15	-1	-1	1548	516	20	-1	-1	-1	-1	147	147	145	145	79	16	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4095	16003	50	-1	8240	50	-1	242	30	-1	242	30	-1	242	30	-1	242	30	-1	18	2826	100	100	2804	100	100	15	2826	100	100	2804	100	100	15	-1	-1	1560	520	20	-1	-1	-1	-1	148	148	146	146	79	16	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4096	16123	50	-1	8302	50	-1	244	30	-1	244	30	-1	244	30	-1	244	30	-1	18	2846	100	100	2826	100	100	15	2846	100	100	2826	100	100	15	-1	-1	1572	524	20	-1	-1	-1	-1	149	149	147	147	80	16	27	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4097	16244	50	-1	8364	50	-1	248	30	-1	248	30	-1	248	30	-1	248	30	-1	18	2868	100	100	2848	100	100	15	2868	100	100	2848	100	100	15	-1	-1	1584	528	20	-1	-1	-1	-1	150	150	148	148	81	16	28	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4098	16364	50	-1	8426	50	-1	250	30	-1	250	30	-1	250	30	-1	250	30	-1	18	2888	100	100	2868	100	100	15	2888	100	100	2868	100	100	15	-1	-1	1596	532	20	-1	-1	-1	-1	151	151	149	149	81	16	28	-1	-1	-1	-1	-1	30	30	30	30	-1	-1	-1	-1	-1	-1
4099	16485	50	-1	8488	50	-1	252	32	-1	252	32	-1	252	32	-1	252	32	-1	18	2910	100	100	2890	100	100	16	2910	100	100	2890	100	100	16	-1	-1	1608	536	21	-1	-1	-1	-1	152	152	150	150	82	17	28	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4100	16605	50	-1	8549	50	-1	256	32	-1	256	32	-1	256	32	-1	256	32	-1	18	2932	100	100	2912	100	100	16	2932	100	100	2912	100	100	16	-1	-1	1620	540	21	-1	-1	-1	-1	153	153	151	151	82	17	28	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4101	16726	50	-1	8611	50	-1	258	32	-1	258	32	-1	258	32	-1	258	32	-1	18	2952	100	100	2932	100	100	16	2952	100	100	2932	100	100	16	-1	-1	1632	544	21	-1	-1	-1	-1	155	155	153	153	84	17	29	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4102	16846	50	-1	8673	50	-1	260	32	-1	260	32	-1	260	32	-1	260	32	-1	18	2974	100	100	2954	100	100	16	2974	100	100	2954	100	100	16	-1	-1	1644	548	21	-1	-1	-1	-1	156	156	154	154	85	17	29	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4103	16967	50	-1	8735	50	-1	262	32	-1	262	32	-1	262	32	-1	262	32	-1	18	2996	100	100	2976	100	100	16	2996	100	100	2976	100	100	16	-1	-1	1656	552	21	-1	-1	-1	-1	157	157	155	155	86	17	29	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4104	17087	50	-1	8797	50	-1	264	32	-1	264	32	-1	264	32	-1	264	32	-1	18	3016	100	100	2996	100	100	16	3016	100	100	2996	100	100	16	-1	-1	1668	556	21	-1	-1	-1	-1	158	158	156	156	87	17	30	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4105	17208	50	-1	8859	50	-1	266	32	-1	266	32	-1	266	32	-1	266	32	-1	18	3038	100	100	3018	100	100	16	3038	100	100	3018	100	100	16	-1	-1	1680	560	21	-1	-1	-1	-1	159	159	157	157	88	17	30	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4106	17328	50	-1	8921	50	-1	268	32	-1	268	32	-1	268	32	-1	268	32	-1	18	3060	100	100	3040	100	100	16	3060	100	100	3040	100	100	16	-1	-1	1692	564	23	-1	-1	-1	-1	160	160	158	158	89	19	30	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4107	17449	50	-1	8983	50	-1	270	32	-1	270	32	-1	270	32	-1	270	32	-1	20	3080	100	100	3060	100	100	16	3080	100	100	3060	100	100	16	-1	-1	1704	568	23	-1	-1	-1	-1	161	161	159	159	90	19	31	-1	-1	-1	-1	-1	32	32	32	32	-1	-1	-1	-1	-1	-1
4108	17569	50	-1	9045	50	-1	270	34	-1	270	34	-1	270	34	-1	270	34	-1	20	3102	100	100	3082	100	100	17	3102	100	100	3082	100	100	17	-1	-1	1716	572	23	-1	-1	-1	-1	162	162	160	160	92	19	31	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4109	17690	50	-1	9107	50	-1	272	34	-1	272	34	-1	272	34	-1	272	34	-1	20	3124	100	100	3104	100	100	17	3124	100	100	3104	100	100	17	-1	-1	1728	576	23	-1	-1	-1	-1	163	163	161	161	93	19	32	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4110	17810	50	-1	9168	50	-1	274	34	-1	274	34	-1	274	34	-1	274	34	-1	20	3144	100	100	3124	100	100	17	3144	100	100	3124	100	100	17	-1	-1	1740	580	23	-1	-1	-1	-1	164	164	162	162	94	19	32	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4111	17931	50	-1	9230	50	-1	276	34	-1	276	34	-1	276	34	-1	276	34	-1	20	3166	100	100	3146	100	100	17	3166	100	100	3146	100	100	17	-1	-1	1752	584	24	-1	-1	-1	-1	166	166	164	164	95	20	32	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4112	18051	50	-1	9292	50	-1	278	34	-1	278	34	-1	278	34	-1	278	34	-1	20	3188	100	100	3166	100	100	17	3188	100	100	3166	100	100	17	-1	-1	1764	588	24	-1	-1	-1	-1	167	167	165	165	96	20	33	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4113	18172	50	-1	9354	50	-1	280	34	-1	280	34	-1	280	34	-1	280	34	-1	20	3208	100	100	3188	100	100	17	3208	100	100	3188	100	100	17	-1	-1	1776	592	24	-1	-1	-1	-1	168	168	166	166	98	20	33	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4114	18292	50	-1	9416	50	-1	282	34	-1	282	34	-1	282	34	-1	282	34	-1	20	3230	100	100	3210	100	100	17	3230	100	100	3210	100	100	17	-1	-1	1788	596	24	-1	-1	-1	-1	169	169	167	167	99	20	33	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4115	18413	50	-1	9478	50	-1	284	34	-1	284	34	-1	284	34	-1	284	34	-1	20	3250	100	100	3230	100	100	17	3250	100	100	3230	100	100	17	-1	-1	1800	600	24	-1	-1	-1	-1	170	170	168	168	100	20	34	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4116	18533	50	-1	9540	50	-1	286	34	-1	286	34	-1	286	34	-1	286	34	-1	20	3272	100	100	3252	100	100	17	3272	100	100	3252	100	100	17	-1	-1	1812	604	26	-1	-1	-1	-1	171	171	169	169	101	21	34	-1	-1	-1	-1	-1	34	34	34	34	-1	-1	-1	-1	-1	-1
4117	18654	50	-1	9602	50	-1	288	36	-1	288	36	-1	288	36	-1	288	36	-1	20	3294	100	100	3274	100	100	18	3294	100	100	3274	100	100	18	-1	-1	1824	608	26	-1	-1	-1	-1	172	172	170	170	103	21	35	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4118	18774	50	-1	9664	50	-1	290	36	-1	290	36	-1	290	36	-1	290	36	-1	20	3314	100	100	3294	100	100	18	3314	100	100	3294	100	100	18	-1	-1	1836	612	26	-1	-1	-1	-1	173	173	171	171	104	21	35	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4119	18895	50	-1	9726	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3336	100	100	3316	100	100	18	3336	100	100	3316	100	100	18	-1	-1	1848	616	26	-1	-1	-1	-1	174	174	172	172	105	21	35	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4120	19015	50	-1	9787	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3358	100	100	3338	100	100	18	3358	100	100	3338	100	100	18	-1	-1	1860	620	26	-1	-1	-1	-1	175	175	173	173	106	21	36	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4121	19136	50	-1	9849	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3378	100	100	3358	100	100	18	3378	100	100	3358	100	100	18	-1	-1	1872	624	27	-1	-1	-1	-1	177	177	175	175	108	22	36	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4122	19256	50	-1	9911	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3400	100	100	3380	100	100	18	3400	100	100	3380	100	100	18	-1	-1	1884	628	27	-1	-1	-1	-1	178	178	176	176	109	22	37	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4123	19377	50	-1	9973	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3422	100	100	3402	100	100	18	3422	100	100	3402	100	100	18	-1	-1	1896	632	27	-1	-1	-1	-1	179	179	177	177	110	22	37	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4124	19497	50	-1	10035	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3442	100	100	3422	100	100	18	3442	100	100	3422	100	100	18	-1	-1	1908	636	27	-1	-1	-1	-1	180	180	178	178	112	22	37	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4125	19618	50	-1	10097	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3464	100	100	3444	100	100	18	3464	100	100	3444	100	100	18	-1	-1	1920	640	27	-1	-1	-1	-1	181	181	179	179	113	22	38	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4126	19738	50	-1	10159	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3486	100	100	3466	100	100	18	3486	100	100	3466	100	100	18	-1	-1	1932	644	28	-1	-1	-1	-1	182	182	180	180	114	23	38	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4127	19859	50	-1	10221	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3506	100	100	3486	100	100	18	3506	100	100	3486	100	100	18	-1	-1	1944	648	28	-1	-1	-1	-1	183	183	181	181	116	23	39	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4128	19979	50	-1	10283	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3528	100	100	3508	100	100	18	3528	100	100	3508	100	100	18	-1	-1	1956	652	28	-1	-1	-1	-1	184	184	182	182	117	23	39	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4129	20100	50	-1	10345	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3550	100	100	3528	100	100	18	3550	100	100	3528	100	100	18	-1	-1	1968	656	28	-1	-1	-1	-1	185	185	183	183	118	23	40	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4130	20220	50	-1	10406	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3570	100	100	3550	100	100	18	3570	100	100	3550	100	100	18	-1	-1	1980	660	28	-1	-1	-1	-1	186	186	184	184	120	23	40	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4131	20341	50	-1	10468	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3592	100	100	3572	100	100	18	3592	100	100	3572	100	100	18	-1	-1	1992	664	30	-1	-1	-1	-1	188	188	186	186	121	25	40	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4132	20461	50	-1	10530	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3612	100	100	3592	100	100	18	3612	100	100	3592	100	100	18	-1	-1	2004	668	30	-1	-1	-1	-1	189	189	187	187	122	25	41	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4133	20582	50	-1	10592	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3634	100	100	3614	100	100	18	3634	100	100	3614	100	100	18	-1	-1	2016	672	30	-1	-1	-1	-1	190	190	188	188	124	25	41	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4134	20702	50	-1	10654	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3656	100	100	3636	100	100	18	3656	100	100	3636	100	100	18	-1	-1	2028	676	30	-1	-1	-1	-1	191	191	189	189	125	25	42	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4135	20823	50	-1	10716	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3676	100	100	3656	100	100	18	3676	100	100	3656	100	100	18	-1	-1	2040	680	32	-1	-1	-1	-1	192	192	190	190	127	26	42	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4136	20943	50	-1	10778	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3698	100	100	3678	100	100	18	3698	100	100	3678	100	100	18	-1	-1	2052	684	32	-1	-1	-1	-1	193	193	191	191	128	26	43	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4137	21064	50	-1	10840	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3720	100	100	3700	100	100	18	3720	100	100	3700	100	100	18	-1	-1	2064	688	32	-1	-1	-1	-1	194	194	192	192	130	26	43	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
4138	21184	50	-1	10902	50	-1	292	36	-1	292	36	-1	292	36	-1	292	36	-1	20	3740	100	100	3720	100	100	18	3740	100	100	3720	100	100	18	-1	-1	2076	692	32	-1	-1	-1	-1	195	195	193	193	131	26	44	-1	-1	-1	-1	-1	36	36	36	36	-1	-1	-1	-1	-1	-1
