INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
24727	Biªn D¸ Ð§u Ð§u Long	2472	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1492	2240	4210	2388	2986	1459	1604	1677	1896	2388	500	150	100	150	100	120000	24720
24728	Biªn D¸ Ð§u Ð§u Long	2472	95	9	1	0	1000	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1536	2306	4336	2460	3074	1459	1604	1677	1896	2388	500	150	100	150	100	120000	24720
24729	Ð§u Ð§u Long Bäo Bäo	2472	95	9	0	1	1000	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	1182	1774	3336	1892	2366	1459	1604	1677	1896	2388	500	150	100	150	100	120000	24720
24730	Thành Niên Xu¤t Vân Long Mãng	2473	5	9	0	0	1000	10	694	300000	-1	-1	722	900000	662	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	2438	2062	1312	1688	1312	846	930	972	1099	1269	100	100	200	100	500	120000	24730
24731	Biªn D¸ Xu¤t Vân Long Mãng	2473	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	662	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	2804	2372	1510	1940	1510	846	930	972	1099	1269	100	100	200	100	500	120000	24730
24732	Biªn D¸ Xu¤t Vân Long Mãng	2473	5	9	1	0	1000	10	694	300000	-1	-1	722	900000	662	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	3170	2682	1706	2194	1706	846	930	972	1099	1269	100	100	200	100	500	120000	24730
24739	Xu¤t Vân Long Mãng Bäo Bäo	2473	5	9	0	1	1000	10	694	300000	-1	-1	722	900000	662	250000	661	100000	653	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	2438	2062	1312	1688	1312	846	930	972	1099	1269	100	100	200	100	500	120000	24730
24740	Thành Niên Xu¤t Vân Long Mãng	2474	45	9	0	0	1000	10	694	350000	-1	-1	722	900000	662	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	2544	2152	1370	1762	1370	948	1042	1090	1232	1422	100	100	200	100	500	120000	24740
24741	Biªn D¸ Xu¤t Vân Long Mãng	2474	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	662	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	2798	2368	1506	1938	1506	948	1042	1090	1232	1422	100	100	200	100	500	120000	24740
24742	Biªn D¸ Xu¤t Vân Long Mãng	2474	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	662	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	3054	2584	1644	2114	1644	948	1042	1090	1232	1422	100	100	200	100	500	120000	24740
24743	Biªn D¸ Xu¤t Vân Long Mãng	2474	45	9	1	0	1000	10	694	350000	-1	-1	722	900000	662	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	3308	2798	1780	2290	1780	948	1042	1090	1232	1422	100	100	200	100	500	120000	24740
24749	Xu¤t Vân Long Mãng Bäo Bäo	2474	45	9	0	1	1000	10	694	350000	-1	-1	722	900000	662	300000	661	150000	653	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	2544	2152	1370	1762	1370	948	1042	1090	1232	1422	100	100	200	100	500	120000	24740
24750	Thành Niên Xu¤t Vân Long Mãng	2475	55	9	0	0	1000	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2652	2244	1428	1836	1428	1051	1156	1208	1366	1576	100	100	200	100	500	120000	24750
24751	Biªn D¸ Xu¤t Vân Long Mãng	2475	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2850	2412	1534	1972	1534	1051	1156	1208	1366	1576	100	100	200	100	500	120000	24750
24752	Biªn D¸ Xu¤t Vân Long Mãng	2475	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3048	2580	1642	2110	1642	1051	1156	1208	1366	1576	100	100	200	100	500	120000	24750
24753	Biªn D¸ Xu¤t Vân Long Mãng	2475	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3248	2748	1748	2248	1748	1051	1156	1208	1366	1576	100	100	200	100	500	120000	24750
24754	Biªn D¸ Xu¤t Vân Long Mãng	2475	55	9	1	0	1000	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	3446	2916	1856	2386	1856	1051	1156	1208	1366	1576	100	100	200	100	500	120000	24750
24759	Xu¤t Vân Long Mãng Bäo Bäo	2475	55	9	0	1	1000	10	694	400000	-1	-1	722	900000	662	350000	661	200000	653	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	2652	2244	1428	1836	1428	1051	1156	1208	1366	1576	100	100	200	100	500	120000	24750
24760	Thành Niên Xu¤t Vân Long Mãng	2476	65	9	0	0	1000	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2758	2334	1484	1908	1484	1153	1268	1325	1498	1729	100	100	200	100	500	120000	24760
24761	Biªn D¸ Xu¤t Vân Long Mãng	2476	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2924	2474	1574	2024	1574	1153	1268	1325	1498	1729	100	100	200	100	500	120000	24760
24762	Biªn D¸ Xu¤t Vân Long Mãng	2476	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3088	2614	1662	2138	1662	1153	1268	1325	1498	1729	100	100	200	100	500	120000	24760
24763	Biªn D¸ Xu¤t Vân Long Mãng	2476	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3254	2754	1752	2252	1752	1153	1268	1325	1498	1729	100	100	200	100	500	120000	24760
24764	Biªn D¸ Xu¤t Vân Long Mãng	2476	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3420	2894	1840	2368	1840	1153	1268	1325	1498	1729	100	100	200	100	500	120000	24760
24765	Biªn D¸ Xu¤t Vân Long Mãng	2476	65	9	1	0	1000	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	3586	3034	1930	2482	1930	1153	1268	1325	1498	1729	100	100	200	100	500	120000	24760
24769	Xu¤t Vân Long Mãng Bäo Bäo	2476	65	9	0	1	1000	10	694	450000	-1	-1	722	900000	662	400000	661	250000	653	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	2758	2334	1484	1908	1484	1153	1268	1325	1498	1729	100	100	200	100	500	120000	24760
24770	Thành Niên Xu¤t Vân Long Mãng	2477	75	9	0	0	1000	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2864	2424	1542	1982	1542	1255	1380	1443	1631	1882	100	100	200	100	500	120000	24770
24771	Biªn D¸ Xu¤t Vân Long Mãng	2477	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3008	2544	1618	2082	1618	1255	1380	1443	1631	1882	100	100	200	100	500	120000	24770
24772	Biªn D¸ Xu¤t Vân Long Mãng	2477	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3150	2666	1696	2180	1696	1255	1380	1443	1631	1882	100	100	200	100	500	120000	24770
24773	Biªn D¸ Xu¤t Vân Long Mãng	2477	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3294	2788	1774	2280	1774	1255	1380	1443	1631	1882	100	100	200	100	500	120000	24770
24774	Biªn D¸ Xu¤t Vân Long Mãng	2477	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3438	2908	1850	2380	1850	1255	1380	1443	1631	1882	100	100	200	100	500	120000	24770
24775	Biªn D¸ Xu¤t Vân Long Mãng	2477	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3580	3030	1928	2478	1928	1255	1380	1443	1631	1882	100	100	200	100	500	120000	24770
24776	Biªn D¸ Xu¤t Vân Long Mãng	2477	75	9	1	0	1000	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	3724	3150	2004	2578	2004	1255	1380	1443	1631	1882	100	100	200	100	500	120000	24770
24779	Xu¤t Vân Long Mãng Bäo Bäo	2477	75	9	0	1	1000	10	694	500000	-1	-1	722	900000	662	450000	661	300000	653	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	2864	2424	1542	1982	1542	1255	1380	1443	1631	1882	100	100	200	100	500	120000	24770
24780	Thành Niên Xu¤t Vân Long Mãng	2478	85	9	0	0	1000	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2968	2512	1598	2054	1598	1357	1492	1560	1764	2035	100	100	200	100	500	120000	24780
24781	Biªn D¸ Xu¤t Vân Long Mãng	2478	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3096	2620	1666	2142	1666	1357	1492	1560	1764	2035	100	100	200	100	500	120000	24780
24782	Biªn D¸ Xu¤t Vân Long Mãng	2478	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3222	2726	1734	2230	1734	1357	1492	1560	1764	2035	100	100	200	100	500	120000	24780
24783	Biªn D¸ Xu¤t Vân Long Mãng	2478	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3350	2834	1804	2318	1804	1357	1492	1560	1764	2035	100	100	200	100	500	120000	24780
24784	Biªn D¸ Xu¤t Vân Long Mãng	2478	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3478	2942	1872	2406	1872	1357	1492	1560	1764	2035	100	100	200	100	500	120000	24780
24785	Biªn D¸ Xu¤t Vân Long Mãng	2478	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3604	3050	1940	2496	1940	1357	1492	1560	1764	2035	100	100	200	100	500	120000	24780
24786	Biªn D¸ Xu¤t Vân Long Mãng	2478	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3732	3158	2008	2584	2008	1357	1492	1560	1764	2035	100	100	200	100	500	120000	24780
24787	Biªn D¸ Xu¤t Vân Long Mãng	2478	85	9	1	0	1000	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	3858	3266	2078	2672	2078	1357	1492	1560	1764	2035	100	100	200	100	500	120000	24780
24789	Xu¤t Vân Long Mãng Bäo Bäo	2478	85	9	0	1	1000	10	694	550000	-1	-1	722	900000	662	500000	661	350000	653	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	2968	2512	1598	2054	1598	1357	1492	1560	1764	2035	100	100	200	100	500	120000	24780
24790	Thành Niên Xu¤t Vân Long Mãng	2479	95	9	0	0	1000	10	694	600000	-1	-1	722	900000	662	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3216	2602	1656	2128	1656	1459	1604	1677	1896	2388	100	100	200	100	500	120000	24790
24791	Biªn D¸ Xu¤t Vân Long Mãng	2479	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	662	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3338	2700	1718	2208	1718	1459	1604	1677	1896	2388	100	100	200	100	500	120000	24790
24792	Biªn D¸ Xu¤t Vân Long Mãng	2479	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	662	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3458	2796	1780	2288	1780	1459	1604	1677	1896	2388	100	100	200	100	500	120000	24790
24793	Biªn D¸ Xu¤t Vân Long Mãng	2479	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	662	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3578	2894	1842	2368	1842	1459	1604	1677	1896	2388	100	100	200	100	500	120000	24790
24794	Biªn D¸ Xu¤t Vân Long Mãng	2479	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	662	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3700	2992	1904	2448	1904	1459	1604	1677	1896	2388	100	100	200	100	500	120000	24790
24795	Biªn D¸ Xu¤t Vân Long Mãng	2479	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	662	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3820	3090	1966	2528	1966	1459	1604	1677	1896	2388	100	100	200	100	500	120000	24790
24796	Biªn D¸ Xu¤t Vân Long Mãng	2479	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	662	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3940	3188	2028	2608	2028	1459	1604	1677	1896	2388	100	100	200	100	500	120000	24790
24797	Biªn D¸ Xu¤t Vân Long Mãng	2479	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	662	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	4062	3284	2090	2688	2090	1459	1604	1677	1896	2388	100	100	200	100	500	120000	24790
24798	Biªn D¸ Xu¤t Vân Long Mãng	2479	95	9	1	0	1000	10	694	600000	-1	-1	722	900000	662	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	4182	3382	2152	2768	2152	1459	1604	1677	1896	2388	100	100	200	100	500	120000	24790
24799	Xu¤t Vân Long Mãng Bäo Bäo	2479	95	9	0	1	1000	10	694	600000	-1	-1	722	900000	662	550000	661	400000	653	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	3216	2602	1656	2128	1656	1459	1604	1677	1896	2388	100	100	200	100	500	120000	24790
24800	Thành Niên Du CØu Manh Manh Miêu	2480	20	9	0	0	1000	10	738	200000	-1	-1	726	900000	732	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73420	1794	1794	1794	1794	1794	744	818	855	967	1116	10	20	20	150	800	120000	24800
24801	Biªn D¸ Du CØu Manh Manh Miêu	2480	20	9	1	0	1000	10	738	200000	-1	-1	726	900000	732	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73420	2062	2062	2062	2062	2062	744	818	855	967	1116	10	20	20	150	800	120000	24800
24802	Biªn D¸ Du CØu Manh Manh Miêu	2480	20	9	1	0	1000	10	738	200000	-1	-1	726	900000	732	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73420	2332	2332	2332	2332	2332	744	818	855	967	1116	10	20	20	150	800	120000	24800
24809	Du CØu Manh Manh Miêu Bäo Bäo	2480	20	9	0	1	1000	10	738	200000	-1	-1	726	900000	732	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	73420	1794	1794	1794	1794	1794	744	818	855	967	1116	10	20	20	150	800	120000	24800
24810	Thành Niên NgÕo Vân Thß½ng Long	2481	5	9	0	0	1000	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	1406	2644	1500	1876	846	930	972	1099	1269	500	150	100	150	100	120000	24810
24811	Biªn D¸ NgÕo Vân Thß½ng Long	2481	5	9	1	0	1000	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1078	1618	3040	1724	2156	846	930	972	1099	1269	500	150	100	150	100	120000	24810
24812	Biªn D¸ NgÕo Vân Thß½ng Long	2481	5	9	1	0	1000	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	1218	1828	3438	1950	2438	846	930	972	1099	1269	500	150	100	150	100	120000	24810
24819	NgÕo Vân Thß½ng Long Bäo Bäo	2481	5	9	0	1	1000	10	692	300000	-1	-1	728	900000	670	250000	660	100000	655	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	938	1406	2644	1500	1876	846	930	972	1099	1269	500	150	100	150	100	120000	24810
24820	Thành Niên NgÕo Vân Thß½ng Long	2482	45	9	0	0	1000	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	978	1468	2760	1566	1958	948	1042	1090	1232	1422	500	150	100	150	100	120000	24820
24821	Biªn D¸ NgÕo Vân Thß½ng Long	2482	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1076	1614	3036	1722	2152	948	1042	1090	1232	1422	500	150	100	150	100	120000	24820
24822	Biªn D¸ NgÕo Vân Thß½ng Long	2482	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1174	1762	3312	1878	2348	948	1042	1090	1232	1422	500	150	100	150	100	120000	24820
24823	Biªn D¸ NgÕo Vân Thß½ng Long	2482	45	9	1	0	1000	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	1272	1908	3588	2036	2544	948	1042	1090	1232	1422	500	150	100	150	100	120000	24820
24829	NgÕo Vân Thß½ng Long Bäo Bäo	2482	45	9	0	1	1000	10	692	350000	-1	-1	728	900000	670	300000	660	150000	655	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	978	1468	2760	1566	1958	948	1042	1090	1232	1422	500	150	100	150	100	120000	24820
24830	Thành Niên NgÕo Vân Thß½ng Long	2483	55	9	0	0	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1530	2876	1632	2040	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24830
24831	Biªn D¸ NgÕo Vân Thß½ng Long	2483	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1096	1644	3092	1754	2192	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24830
24832	Biªn D¸ NgÕo Vân Thß½ng Long	2483	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1172	1758	3306	1876	2346	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24830
24833	Biªn D¸ NgÕo Vân Thß½ng Long	2483	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1248	1874	3522	1998	2498	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24830
24834	Biªn D¸ NgÕo Vân Thß½ng Long	2483	55	9	1	0	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1326	1988	3738	2120	2652	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24830
24839	NgÕo Vân Thß½ng Long Bäo Bäo	2483	55	9	0	1	1000	10	692	400000	-1	-1	728	900000	670	350000	660	200000	655	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	1020	1530	2876	1632	2040	1051	1156	1208	1366	1576	500	150	100	150	100	120000	24830
24840	Thành Niên NgÕo Vân Thß½ng Long	2484	65	9	0	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1060	1590	2992	1696	2122	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24840
24841	Biªn D¸ NgÕo Vân Thß½ng Long	2484	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1124	1686	3170	1798	2248	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24840
24842	Biªn D¸ NgÕo Vân Thß½ng Long	2484	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1188	1782	3350	1900	2376	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24840
24843	Biªn D¸ NgÕo Vân Thß½ng Long	2484	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1250	1876	3530	2002	2502	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24840
24844	Biªn D¸ NgÕo Vân Thß½ng Long	2484	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1314	1972	3710	2104	2630	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24840
24845	Biªn D¸ NgÕo Vân Thß½ng Long	2484	65	9	1	0	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1378	2068	3888	2206	2758	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24840
24849	NgÕo Vân Thß½ng Long Bäo Bäo	2484	65	9	0	1	1000	10	692	450000	-1	-1	728	900000	670	400000	660	250000	655	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	1060	1590	2992	1696	2122	1153	1268	1325	1498	1729	500	150	100	150	100	120000	24840
24850	Thành Niên NgÕo Vân Thß½ng Long	2485	75	9	0	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1652	3106	1762	2204	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24850
24851	Biªn D¸ NgÕo Vân Thß½ng Long	2485	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1156	1734	3262	1850	2314	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24850
24852	Biªn D¸ NgÕo Vân Thß½ng Long	2485	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1212	1818	3418	1938	2424	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24850
24853	Biªn D¸ NgÕo Vân Thß½ng Long	2485	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1266	1900	3572	2026	2534	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24850
24854	Biªn D¸ NgÕo Vân Thß½ng Long	2485	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1322	1982	3728	2114	2644	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24850
24855	Biªn D¸ NgÕo Vân Thß½ng Long	2485	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1376	2066	3884	2204	2754	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24850
24856	Biªn D¸ NgÕo Vân Thß½ng Long	2485	75	9	1	0	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1432	2148	4038	2292	2864	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24850
24859	NgÕo Vân Thß½ng Long Bäo Bäo	2485	75	9	0	1	1000	10	692	500000	-1	-1	728	900000	670	450000	660	300000	655	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	1102	1652	3106	1762	2204	1255	1380	1443	1631	1882	500	150	100	150	100	120000	24850
24860	Thành Niên NgÕo Vân Thß½ng Long	2486	85	9	0	0	1000	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	1142	1712	3220	1826	2284	1357	1492	1560	1764	2035	500	150	100	150	100	120000	24860
